id,URL,Nome,Informação,Classificação_da_água,Coordenadas,Nome da Praia,Região,Concelho,Categoria,Qualidade da água,Vigilancia,Posto de socorro,Sanitarios,Duche,Recolha lixo,Limpeza praia,Painel informativo,Apoio balnear,Apoio à praia,Estacionamento,Bandeira Azul,Acessível,Cadeira anfíbia,Ondas especiais,Obras em curso,Risco de derrocada
10146368816,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/10146368816,Açude de Vais,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"40.66478,-7.65721",Açude de Vais,CENTRO,PENALVA DO CASTELO,Praia Interior,Água interdita a banhos,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
8979630776,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630776,Praia do Forte (Farol),"Época Balnear 2025, estado : Não iniciou, calendario : de 31 maio a 21 setembro",Boa,"40.14678,-8.86782",Praia do Forte (Farol),CENTRO,FIGUEIRA DA FOZ,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630030,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630030,Cabedelinho,"Época Balnear 2025, estado : Não iniciou, calendario : de 31 maio a 21 setembro",Boa,"40.143749,-8.866468",Cabedelinho,CENTRO,FIGUEIRA DA FOZ,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
8979630658,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630658,Albandeira,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.09094,-8.39998",Albandeira,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630660,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630660,Marinha,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.08957,-8.41286",Marinha,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630314,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630314,Furnas,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.055,-8.85444",Furnas,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim
8979630286,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630286,Zavial,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.04615,-8.87158",Zavial,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630316,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630316,Martinhal,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.01978,-8.92467",Martinhal,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630502,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630502,Beliche,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.02529,-8.96411",Beliche,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8979630150,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630150,Barranco,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.04208,-8.894734",Barranco,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim
8979630424,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630424,Almargem,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.05838,-8.08353",Almargem,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979630704,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630704,Careanos/Amado,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11871,-8.55499",Careanos/Amado,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
8979630432,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630432,Salema,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.06476,-8.82482",Salema,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
8979630854,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630854,Três Castelos,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.1176,-8.5483",Três Castelos,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8979630420,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630420,Almádena - Cabanas Velhas,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.065217,-8.794877",Almádena - Cabanas Velhas,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8979630210,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630210,Ferragudo (Praia Grande),"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11728,-8.52182",Ferragudo (Praia Grande),ALGARVE,LAGOA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8979630088,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630088,Rocha,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11605,-8.53737",Rocha,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
8979630070,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630070,Tonel,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.00703,-8.9484",Tonel,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630470,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630470,Loulé Velho,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.05554,-8.07816",Loulé Velho,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630810,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630810,Barranco das Canas,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11938,-8.56381",Barranco das Canas,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
8979630760,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630760,Alvor - Nascente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.120741,-8.58657",Alvor - Nascente,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
8979630246,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630246,Caneiros,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.10486,-8.514",Caneiros,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9636731694,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731694,Três Irmãos,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11947,-8.581812",Três Irmãos,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
8979630680,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630680,Burgau,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.0716,-8.77521",Burgau,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630798,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630798,Mareta,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.00503,-8.93986",Mareta,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630178,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630178,Boca do Rio,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.06639,-8.80833",Boca do Rio,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
8979630576,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630576,Marina de Portimão,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11504,-8.52807",Marina de Portimão,ALGARVE,PORTIMÃO,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
8979630720,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630720,Quinta do Lago,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.025,-8.0258",Quinta do Lago,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630100,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630100,Castelejo,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.10015,-8.94575",Castelejo,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979629978,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629978,Saúde,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.628977,-9.229037",Saúde,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979629908,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629908,Galé - Oeste,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.08335,-8.32086",Galé - Oeste,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
8979630730,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630730,Consolação Norte,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"39.329336,-9.359467",Consolação Norte,TEJO,PENICHE,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
8979629838,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629838,Cova da Alfarroba,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"39.36099,-9.362633",Cova da Alfarroba,TEJO,PENICHE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979629798,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629798,Baleal Campismo,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"39.367521,-9.340124",Baleal Campismo,TEJO,PENICHE,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8979630208,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630208,Santa Helena,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.134316,-9.384399",Santa Helena,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630692,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630692,Infante,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.599693,-9.210425",Infante,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630796,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630796,Pisão - Santa Cruz,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.140706,-9.37964",Pisão-Santa Cruz,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630190,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630190,Ingrina,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.04616,-8.87903",Ingrina,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630040,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630040,Amanhã - Santa Cruz,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.149079,-9.373374",Amanhã-Santa Cruz,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim
8979630434,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630434,Física-Santa Cruz,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.139308,-9.380844",Física-Santa Cruz,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630332,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630332,Mata,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.62311,-9.224473",Mata,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630802,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630802,Manuel Lourenço,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.07646,-8.30966",Manuel Lourenço,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
8979630166,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630166,Rocha Baixinha,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.07592,-8.13506",Rocha Baixinha,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979629840,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629840,Senhora da Rocha,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.09687,-8.38583",Senhora da Rocha,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
8979630072,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630072,Rei,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.606073,-9.213359",Rei,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630082,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630082,Oura,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.08589,-8.22614",Oura,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
8979630096,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630096,Cova do Vapor,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.662002,-9.259737",Cova do Vapor,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630712,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630712,Ilha do Farol - Mar Poente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"36.9745,-7.8636",Ilha do Farol - Mar Poente,ALGARVE,FARO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630732,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630732,Santa Rita - Sul,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.171448,-9.360109",Santa Rita-Sul,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
8979630058,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630058,Riviera,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.618716,-9.221715",Riviera,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979629972,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629972,Alvor - Poente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.12218,-8.59724",Alvor - Poente,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9636731690,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731690,Praia Nova da Senhora da Rocha,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.095938,-8.388445",Praia Nova da Senhora da Rocha,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
8979630008,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630008,Vau,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.11941,-8.55814",Vau,ALGARVE,PORTIMÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
8979630134,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630134,Dragão Vermelho,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.639578,-9.237652",Dragão Vermelho,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630546,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630546,Navio,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.145865,-9.375397",Navio,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
8979630136,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630136,Tarquinio - Paraíso,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.641749,-9.238949",Tarquinio-Paraíso,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630158,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630158,CDS,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.644767,-9.241752",CDS,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630556,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630556,Morena,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.602997,-9.212008",Morena,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630256,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630256,Mirante - Santa Cruz,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"39.142902,-9.377309",Mirante-Santa Cruz,TEJO,TORRES VEDRAS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8979629950,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629950,Cordoama,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.10942,-8.93782",Cordoama,ALGARVE,VILA DO BISPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
8979630116,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630116,Cabeço,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.17479,-7.47198",Cabeço,ALGARVE,CASTRO MARIM,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630064,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630064,Garrão - Nascente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.03992,-8.05149",Garrão - Nascente,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979630604,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630604,São Rafael,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.074607,-8.28079",São Rafael,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
10174971496,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/10174971496,Ilha do Farol - Mar Nascente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"36.976,-7.8614",Ilha do Farol - Mar Nascente,ALGARVE,FARO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979629952,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629952,Cabana do Pescador,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.608823,-9.215056",Cabana do Pescador,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630402,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630402,Rocha Baixinha - Nascente,"Época Balnear 2025, estado : A decorrer, calendario : de 15 maio a 15 outubro",Excelente,"37.0745,-8.13062",Rocha Baixinha - Nascente,ALGARVE,ALBUFEIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630282,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630282,Nova Vaga,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"38.597733,-9.209365",Nova Vaga,TEJO,ALMADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630728,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630728,Ancão,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.03215,-8.03852",Ancão,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
