id,Nome da Praia,Região,Concelho,Categoria,Qualidade da água,Vigilancia,Posto de socorro,Sanitarios,Duche,Recolha lixo,Limpeza praia,Painel informativo,Apoio balnear,Apoio à praia,Estacionamento,Bandeira Azul,Acessível,Cadeira anfíbia,Ondas especiais,Obras em curso,Risco de derrocada
8979630710,Carvoeiro (Mação),TEJO,MAÇÃO,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979629806,Palheirão,CENTRO,CANTANHEDE,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
11294108614,Mira Sul,CENTRO,MIRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630038,Alvôco das Várzeas,CENTRO,OLIVEIRA DO HOSPITAL,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
8979630048,Senhora da Piedade,CENTRO,LOUSÃ,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
8979630042,Fróia,TEJO,PROENÇA-A-NOVA,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630614,Zaboeira,TEJO,VILA DE REI,Praia Interior,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
8979629878,Cardigos,TEJO,MAÇÃO,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630724,Amorosa-Chafé Sul,NORTE,VIANA DO CASTELO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630356,Mega Fundeira,TEJO,PEDRÓGÃO GRANDE,Praia Interior,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630858,Sesmo,TEJO,CASTELO BRANCO,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
10146368840,Aldeia Ruiva,TEJO,PROENÇA-A-NOVA,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979629976,S. Gião,CENTRO,OLIVEIRA DO HOSPITAL,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
8979630370,Cambas,TEJO,OLEIROS,Praia Interior,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630722,Amorosa-Chafé,NORTE,VIANA DO CASTELO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630050,Bogueira,CENTRO,LOUSÃ,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630782,Álvaro,TEJO,OLEIROS,Praia Interior,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630182,Fragas de S. Simão,TEJO,FIGUEIRÓ DOS VINHOS,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630264,Poço Corga,TEJO,CASTANHEIRA DE PÊRA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não
8979630494,Olhos da Fervença,CENTRO,CANTANHEDE,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9632354752,Cabedelo/Luziamar,NORTE,VIANA DO CASTELO,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não
8979630196,Tocha,CENTRO,CANTANHEDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630230,Ançã,CENTRO,CANTANHEDE,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630154,Bostelim,TEJO,VILA DE REI,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630028,Pampilhosa da Serra,TEJO,PAMPILHOSA DA SERRA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180146,Barreirinha,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
11700071946,Porto bay,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180216,Roca Mar,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180202,Ribeira Brava,MADEIRA,RIBEIRA BRAVA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9724180170,Lugar de Baixo,MADEIRA,PONTA DO SOL,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180128,Fajã das Bebras,MADEIRA,CÂMARA DE LOBOS,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
9724180130,Fajã dos Asnos,MADEIRA,CÂMARA DE LOBOS,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
9724180186,Porto Santo-Cabeço da Ponta,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180124,Complexo Balnear das Salinas,MADEIRA,CÂMARA DE LOBOS,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630056,Lomba,NORTE,GONDOMAR,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180166,Anjos-Ponta do Sol,MADEIRA,PONTA DO SOL,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
9724180132,Lido-Complexo Balnear,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180204,Ponta Delgada,MADEIRA,SÃO VICENTE,Praia Costeira,Água adequada a banhos,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180116,Portinho,MADEIRA,CALHETA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
10146368848,Gorgulho,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180136,Complexo Balnear Ponta Gorda-Poças do Governador,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180222,Calhau das Gordas,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180224,Ribeira do Faial,MADEIRA,SANTANA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
9724180198,Calhau da Lapa,MADEIRA,RIBEIRA BRAVA,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
9724180154,Maiata,MADEIRA,MACHICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não
9724180180,Porto Santo-Ribeiro Salgado,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180178,Clube Naval do Seixal,MADEIRA,PORTO MONIZ,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180126,Vigário,MADEIRA,CÂMARA DE LOBOS,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180208,Galo Mar,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
11176112010,Vida Mar,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180144,Areeiro,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180174,Laje,MADEIRA,PORTO MONIZ,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não
9724180176,Porto Moniz,MADEIRA,PORTO MONIZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
10686881406,Lido-Poente,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180194,Porto Santo-Penedo,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
10146368850,Porto Santo - Pedras Pretas,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180218,Boaventura,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180158,Alagoa,MADEIRA,MACHICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim
9724180118,Serra de Água,MADEIRA,CALHETA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180140,Praia Nova,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180212,Palmeiras,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
9724180168,Ponta do Sol,MADEIRA,PONTA DO SOL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180138,Formosa,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180220,Garajau,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9724180120,Porto,MADEIRA,CALHETA,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180114,Ribeira das Galinhas,MADEIRA,CALHETA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9724180164,Madalena do Mar,MADEIRA,PONTA DO SOL,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
9724180122,Calheta,MADEIRA,CALHETA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180162,Quinta do Lorde,MADEIRA,MACHICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
9724180190,Porto Santo-Porto das Salemas,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
9724180182,Porto Santo-Fontinha,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180184,Porto Santo-Lagoa,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180210,Reis Magos,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180206,Clube Naval de São Vicente,MADEIRA,SÃO VICENTE,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
9724180200,Fajã dos Padres,MADEIRA,RIBEIRA BRAVA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
9724180192,Porto Santo-Calheta,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180188,Porto Santo-Ribeiro Cochino,MADEIRA,PORTO SANTO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180142,Clube Naval do Funchal,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180148,Poças do Gomes-Doca do Cavacas,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180214,São Fernando,MADEIRA,SANTA CRUZ,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180172,Porto do Seixal,MADEIRA,PORTO MONIZ,Praia Costeira,Água adequada a banhos,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180156,S. Roque,MADEIRA,MACHICO,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não
9724180134,Santiago,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
11176112008,Clube Turismo,MADEIRA,FUNCHAL,Praia Costeira,Água adequada a banhos,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180042,Portinho do Faial Da Terra,AÇORES,POVOAÇÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979630828,Praia Fluvial Arq. Albino Mendo,NORTE,MIRANDELA,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
10146368836,Ponte do Bico,NORTE,BRAGA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979629842,Quintas,NORTE,MIRANDELA,Praia Interior,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
8979630514,Merelim S. Paio,NORTE,BRAGA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não
8979630368,Adaúfe,NORTE,BRAGA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630446,Vale Juncal,NORTE,MIRANDELA,Praia Interior,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
9724180020,Pocinho,AÇORES,MADALENA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724179968,Baía do Refugo,AÇORES,ANGRA DO HEROÍSMO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180092,Poça dos Frades,AÇORES,VELAS,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724179980,Varadouro,AÇORES,HORTA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180100,Anjos,AÇORES,VILA DO PORTO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180064,Prainha (Praia da Vitória),AÇORES,PRAIA DA VITÓRIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724179966,Silveira,AÇORES,ANGRA DO HEROÍSMO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180066,Calhetas,AÇORES,RIBEIRA GRANDE,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180060,Escaleiras,AÇORES,PRAIA DA VITÓRIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim
9724180008,Santa Cruz das Ribeiras,AÇORES,LAJES DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724179996,Fajã Grande,AÇORES,LAJES DAS FLORES,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180082,Santa Cruz das Flores,AÇORES,SANTA CRUZ DAS FLORES,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
11176112000,Calhetas da Maia,AÇORES,RIBEIRA GRANDE,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
9724180024,Cais Mourato,AÇORES,MADALENA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180074,Piscina do Carapacho,AÇORES,SANTA CRUZ DA GRACIOSA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
9724180044,Ribeira dos Pelames,AÇORES,POVOAÇÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
10146368800,Baixa da Areia,AÇORES,LAGOA,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
9724180032,Forno da Cal,AÇORES,PONTA DELGADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180110,Vinha da Areia,AÇORES,VILA FRANCA DO CAMPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724179992,Piscinas Naturais da Lagoa,AÇORES,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180022,Madalena,AÇORES,MADALENA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180028,Milícias,AÇORES,PONTA DELGADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
9724180102,Prainha de Água d'Alto,AÇORES,VILA FRANCA DO CAMPO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
10146368802,Caisinho,AÇORES,SÃO ROQUE DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
9724180096,São Lourenço,AÇORES,VILA DO PORTO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180106,Água D'Alto,AÇORES,VILA FRANCA DO CAMPO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180012,Baixas,AÇORES,MADALENA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
9724180108,Ilhéu de Vila Franca do Campo,AÇORES,VILA FRANCA DO CAMPO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
10686881394,Porto da Baixa,AÇORES,LAJES DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180046,Morro,AÇORES,POVOAÇÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180036,Pópulo,AÇORES,PONTA DELGADA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9724180094,Formosa,AÇORES,VILA DO PORTO,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724180070,Poças da Ribeira Grande,AÇORES,RIBEIRA GRANDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
9724180010,Verdoso,AÇORES,LAJES DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724180002,Clube Naval Das Lajes,AÇORES,LAJES DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
9724180056,Sargentos,AÇORES,PRAIA DA VITÓRIA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
9724179990,Conceição,AÇORES,HORTA,Praia Costeira,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
9724180076,Zona Balnear Santa Cruz (Calheta),AÇORES,SANTA CRUZ DA GRACIOSA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
9724179972,Salga,AÇORES,ANGRA DO HEROÍSMO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
11176111998,Caminho de Baixo (Santa Bárbara),AÇORES,LAJES DO PICO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
